URLs Downloaded, SizeKB, # of outlinks found, Content-type
https://www.nytimes.com/2018/07/25/arts/television/sissy-spacek-castle-rock.html?module=inline,831,135,text/html
https://www.nytimes.com/2018/10/02/world/europe/johnson-may-britain-conservatives.html,558,126,text/html
https://www.nytimes.com/2018/07/09/business/china-trade-war-soybeans.html,826,137,text/html
https://www.nytimes.com/1987/05/17/books/pas-de-deux-with-dr-tacet.html?module=inline,77,96,text/html
https://www.nytimes.com/2017/10/05/climate/trump-epa-andrew-wheeler.html?module=inline,800,132,text/html
https://www.nytimes.com/2018/04/10/travel/bogota-colombia-52-places.html?module=inline,844,170,text/html
https://www.nytimes.com/2008/11/24/arts/dance/24tayl.html?module=inline,76,98,text/html
https://www.nytimes.com/2007/08/26/opinion/26sun3.html?module=inline,77,99,text/html
https://www.nytimes.com/2016/03/17/us/politics/activists-protest-nomination-supreme-court.html,793,145,text/html
https://www.nytimes.com/video/trump-wealth,369,62,text/html
https://www.nytimes.com/1987/07/10/arts/a-wish-for-a-musical-glasnost.html?module=inline,73,97,text/html
https://www.nytimes.com/column/outlander-tv-recaps?module=inline,204,109,text/html
https://www.nytimes.com/2018/04/11/us/politics/paul-ryan-speaker.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,782,142,text/html
https://www.nytimes.com/times-journeys/expert/nicholas-kulish/,29,49,text/html
https://www.nytimes.com/2017/01/25/dining/bocuse-dor-usa-win-chef-competition.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,535,127,text/html
https://www.nytimes.com/2017/12/01/obituaries/vincent-scully-97-influential-architecture-historian-dies.html?module=inline,600,124,text/html
https://www.nytimes.com/times-journeys/expert/josh-haner/,31,52,text/html
https://www.nytimes.com/times-journeys/travel/hiking-and-yoga-in-the-dolomites/,140,87,text/html
https://www.nytimes.com/newsletters/politics?module=Intentional&pgtype=Article&smid=rd%3Faction%3Dclick,88,93,text/html
https://www.nytimes.com/2018/08/28/climate/canada-nafta-climate-change.html,626,125,text/html
https://www.nytimes.com/times-journeys/travel/remembering-great-war-1914-1918/,162,90,text/html
https://www.nytimes.com/times-journeys/expert/gardiner-harris-2/,30,48,text/html
https://www.nytimes.com/2018/05/04/us/Darren-Vann-women-murders-guilty.html,421,121,text/html
https://www.nytimes.com/2017/01/25/dining/bocuse-dor-usa-win-chef-competition.html?module=inline,535,127,text/html
https://www.nytimes.com/2001/08/26/nyregion/steven-izenour-61-architect-of-american-pop.html?module=inline,69,93,text/html
https://www.nytimes.com/times-journeys/expert/sheila-smith/,29,48,text/html
https://www.nytimes.com/2016/08/05/us/politics/paul-ryans-gop-opponent-for-house-seen-as-long-shot-gets-a-boost-from-donald-trump.html?module=inline,540,124,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F09%2F26%2Fobituaries%2Fkatherine-hoover-dead.html,1,4,application/json
https://www.nytimes.com/1988/01/24/arts/music-a-soviet-composer-awaiting-discovery.html?module=inline,76,96,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F07%2Fmovies%2Fa-star-is-born-camp.html,1,4,application/json
https://www.nytimes.com/2018/07/07/obituaries/steve-ditko-dead-spider-man.html?module=inline,617,139,text/html
https://www.nytimes.com/column/game-of-thrones-tv-recaps?module=inline,207,109,text/html
https://www.nytimes.com/video/us/politics/100000006142471/donald-fred-trump-taxes-generational-wealth-grat.html,373,63,text/html
https://www.nytimes.com/2018/04/17/travel/la-paz-bolivia-women-52-places.html?module=inline,736,166,text/html
https://www.nytimes.com/2016/03/17/us/politics/supreme-court-merrick-garland-senate.html,657,130,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F06%2F19%2Fobituaries%2Fdr-adel-mahmoud-76-dies-credited-with-major-vaccines.html,1,4,application/json
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F01%2F09%2Fclimate%2Fcoal-murray-trump-memo.html,1,4,application/json
https://www.nytimes.com/video/us/100000006144619/justice-department-indicts-russian-intelligence-cyberattacks.html?playlistId=1194811622217,504,83,text/html
https://www.nytimes.com/2018/07/23/watching/castle-rock-stephen-king-adaptations.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,111,59,text/html
https://www.nytimes.com/2015/03/08/arts/dance/paul-taylor-at-84-has-a-new-mission-with-american-modern-dance.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,343,118,text/html
https://www.nytimes.com/2018/06/01/travel/branson-silver-dollar-city-coasters.html?module=inline,796,155,text/html
https://www.nytimes.com/2018/04/04/us/politics/paul-ryan-reelection-campaign-randy-bryce-paul-nehlen.html?module=inline,629,137,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F09%2F03%2Fobituaries%2Fmarie-severin-versatile-comic-book-artist-dies-at-89.html,1,4,application/json
https://www.nytimes.com/times-journeys/expert/richard-e-hoagland/,30,47,text/html
https://www.nytimes.com/2018/04/22/us/waffle-house-shooting.html,502,129,text/html
https://www.nytimes.com/times-journeys/expert/sewell-chan/,27,43,text/html
https://www.nytimes.com/times-journeys/travel/the-canyons-of-the-southwest-in-deep-and-in-depth/,161,97,text/html
https://www.nytimes.com/2018/07/25/obituaries/guy-v-molinari-staten-island-power-broker-is-dead-at-89.html?module=inline,679,133,text/html
https://www.nytimes.com/2018/09/19/us/politics/christine-blasey-ford-kavanaughs-fact-check.html,636,142,text/html
https://www.nytimes.com/times-journeys/expert/basharat-peer/,28,47,text/html
https://www.nytimes.com/times-journeys/expert/jane-brody/,31,46,text/html
https://www.nytimes.com/by/bruce-fretts,109,124,text/html
https://www.nytimes.com/2018/08/08/us/california-today-fires-and-climate.html,805,142,text/html
https://www.nytimes.com/interactive/2017/admin/100000005845058.embedded.html,31,7,text/html
https://www.nytimes.com/2018/09/11/travel/prague-puppetry-glass-anniversary.html?module=inline,897,182,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F06%2F27%2Fobituaries%2Fjoseph-jackson-dies.html,1,4,application/json
https://www.nytimes.com/times-journeys/travel/antarctica-and-climate-change/,141,89,text/html
https://www.nytimes.com/2018/09/18/upshot/independents-economy-midterm-elections-opinions.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,530,124,text/html
https://www.nytimes.com/2014/07/10/arts/music/the-tsars-bride-at-lincoln-center-festival.html?module=inline,317,117,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F08%2F09%2Fobituaries%2Fjarrod-lyle-australian-golfer-dies.html,1,4,application/json
https://www.nytimes.com/2017/08/17/arts/television/the-defenders-netflix-tv-review.html?module=inline,558,127,text/html
https://www.nytimes.com/2017/04/24/opinion/money-talked-loudest-at-trumps-inaugural.html?module=inline,417,128,text/html
https://www.nytimes.com/interactive/2016/03/21/us/politics/where-republican-senators-stand-on-the-supreme-court-nomination.html,151,88,text/html
https://www.nytimes.com/2018/10/03/us/politics/donald-trump-nyt-taxes.html,601,125,text/html
https://www.nytimes.com/2018/09/06/arts/television/jim-carrey-kidding-showtime.html,1026,155,text/html
https://www.nytimes.com/2018/08/27/arts/television/louis-ck-performs-comedy.html?module=inline,698,136,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F06%2F17%2Fobituaries%2Fgennady-rozhdestvensky-russian-conductor-dies-at-87.html,1,4,application/json
https://www.nytimes.com/times-journeys/travel/behind-the-curtains-of-london-theater/,134,82,text/html
https://www.nytimes.com/2017/11/08/us/politics/key-takeaways-from-tuesdays-elections.html?module=inline,606,124,text/html
https://www.nytimes.com/1991/06/16/books/in-short-nonfiction-812891.html?module=inline,61,91,text/html
https://www.nytimes.com/2018/07/19/us/flint-water-crisis-epa.html,519,126,text/html
https://www.nytimes.com/times-journeys/expert/brooks-barnes/,29,48,text/html
https://www.nytimes.com/2018/05/08/travel/chile-route-of-parks-52-places.html?module=inline,760,176,text/html
https://www.nytimes.com/2018/05/15/movies/bohemian-rhapsody-trailer-rami-malek-freddie-mercury.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,532,124,text/html
https://www.nytimes.com/times-journeys/expert/susan-shirk/,30,49,text/html
https://www.nytimes.com/times-journeys/expert/john-schwartz/,28,47,text/html
https://www.nytimes.com/2018/08/01/technology/data-breaches.html,801,134,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F01%2Fmovies%2Frocketman-trailer-elton-john.html,1,4,application/json
https://www.nytimes.com/times-journeys/expert/donatella-lorch/,27,42,text/html
https://www.nytimes.com/2018/04/11/us/politics/paul-ryan-speaker.html?WT.nav=top-news&action=click&clickSource=story-heading&hp&module=inline&pgtype=Homepage&region=top-news,782,142,text/html
https://www.nytimes.com/times-journeys/destination/europe/,129,166,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F02%2Farts%2Ftelevision%2Flouis-ck-performs-again-comedy-cellar.html,1,4,application/json
https://www.nytimes.com/2013/11/13/arts/music/john-tavener-dies-at-69-composer-with-eye-on-god.html?module=inline,86,107,text/html
https://www.nytimes.com/2016/03/17/us/politics/obama-supreme-court-nominee.html,1013,139,text/html
https://www.nytimes.com/interactive/2018/08/20/arts/robin-williams-bit.html,154,31,text/html
https://www.nytimes.com/2018/01/08/climate/trump-coal-nuclear.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,731,129,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F09%2F20%2Fus%2Fpolitics%2Ftrump-republicans-midterms.html,1,4,application/json
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F05%2F10%2Fobituaries%2Frobert-n-hall-96-whose-inventions-are-everywhere-is-dead.html,1,4,application/json
https://www.nytimes.com/2018/09/19/us/politics/jeff-sessions-attorney-general-trump.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,649,141,text/html
https://www.nytimes.com/2018/08/01/movies/kate-mckinnon-mila-kunis-the-spy-who-dumped-me.html,779,133,text/html
https://www.nytimes.com/2015/10/18/sports/golf/after-a-cancer-battle-golfer-fights-to-regain-his-form.html?module=inline,544,112,text/html
https://www.nytimes.com/interactive/2017/12/06/climate/year-end-review.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,85,60,text/html
https://www.nytimes.com/video/us/politics/100000006140871/trump-scary-time-men-kavanaugh.html?playlistId=100000004878707,376,83,text/html
https://www.nytimes.com/1988/06/09/arts/rainy-russian-skies-clear-in-farewell-concert.html?module=inline,73,96,text/html
https://www.nytimes.com/2016/03/17/opinion/merrick-garland-for-the-supreme-court.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,498,127,text/html
https://www.nytimes.com/times-journeys/travel/russia-milestones-of-the-revolution/,158,93,text/html
https://www.nytimes.com/2018/04/04/us/politics/paul-ryan-reelection-campaign-randy-bryce-paul-nehlen.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,593,138,text/html
https://www.nytimes.com/2009/06/26/arts/music/26pareles.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,91,108,text/html
https://www.nytimes.com/times-journeys/expert/david-fenner/,28,46,text/html
https://www.nytimes.com/2018/08/28/arts/louis-ck-comeback-reaction.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,695,132,text/html
https://www.nytimes.com/times-journeys/expert/susan-spano/,27,42,text/html
https://www.nytimes.com/2016/10/13/arts/music/elton-john-autobiography.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,647,125,text/html
https://www.nytimes.com/2018/09/03/technology/facebook-private-groups-alex-jones.html?module=inline,782,140,text/html
https://www.nytimes.com/times-journeys/expert/gustave-axelson/,29,47,text/html
https://www.nytimes.com/2015/10/05/us/four-legged-roommates-help-with-the-stresses-of-campus-life.html,400,134,text/html
https://www.nytimes.com/2018/07/13/nyregion/marijuana-grow-house-explosion-bronx.html,563,122,text/html
https://www.nytimes.com/times-journeys/expert/david-barber-ph-d-c-r-c/,29,47,text/html
https://www.nytimes.com/2018/03/14/us/politics/democrats-republicans-pennsylvania-special-election.html?module=inline,736,128,text/html
https://www.nytimes.com/2009/06/26/arts/music/26jackson.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,125,108,text/html
https://www.nytimes.com/2018/08/30/arts/television/louis-ck-comeback-comedy-metoo.html?module=inline,766,135,text/html
https://www.nytimes.com/times-journeys/travel/fall-foliage-and-photography/,182,94,text/html
https://www.nytimes.com/1990/05/16/us/partnership-in-firm-awarded-to-victim-of-sex-bias.html?module=inline,75,97,text/html
https://www.nytimes.com/2015/10/18/sports/golf/after-a-cancer-battle-golfer-fights-to-regain-his-form.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,544,112,text/html
https://www.nytimes.com/video/us/politics/100000006140763/charlottesville-violence-arrests.html?playlistId=100000005368377,501,81,text/html
https://www.nytimes.com/2018/07/19/arts/television/castle-rock-stephen-king-hulu.html,876,151,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F06%2F08%2Fus%2Fpolitics%2Forange-county-california-primary.html,1,4,application/json
https://www.nytimes.com/2016/03/04/us/politics/supreme-court-chief-justice-john-roberts-epa-coal.html?module=inline,770,131,text/html
https://www.nytimes.com/2018/08/09/arts/television/matt-groening-disenchantment-netflix.html,726,137,text/html
https://www.nytimes.com/video/us/100000006137890/wildfire-gender-reveal-arizona.html?playlistId=1194811622217,502,83,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F08%2F24%2Fobituaries%2Frobin-leach-dead-lifestyles-rich-famous.html,1,4,application/json
https://www.nytimes.com/times-journeys/travel/murder-on-the-venice-simplon-orient-express/,137,84,text/html
https://www.nytimes.com/2018/08/28/arts/louis-ck-comeback-reaction.html?module=inline,695,132,text/html
https://www.nytimes.com/2018/01/17/us/wisconsin-elections-state-senate.html?module=inline,428,119,text/html
https://www.nytimes.com/times-journeys/expert/sam-sifton/,27,47,text/html
https://www.nytimes.com/slideshow/2009/06/26/arts/20090626-JACKSON_index.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,117,12,text/html
https://www.nytimes.com/2018/06/16/us/ketamine-minneapolis-police.html,582,125,text/html
https://www.nytimes.com/times-journeys/expert/mitch-yockelson/,31,49,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F09%2F19%2Fus%2Fpolitics%2Fchristine-blasey-ford-kavanaughs-fact-check.html,1,4,application/json
https://www.nytimes.com/2015/10/07/insider/emotional-support-animals-readers-tough-on-those-in-need.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,438,120,text/html
https://www.nytimes.com/times-journeys/expert/erik-eckholm/,27,42,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F07%2F01%2Fobituaries%2Fdonald-ritchie-record-breaking-ultrarunner-is-dead-at-73.html,1,4,application/json
https://www.nytimes.com/2018/09/07/style/elton-john-farewell-tour-wardrobe-gucci.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,816,126,text/html
https://www.nytimes.com/2018/05/27/us/ellicott-city-flooding-maryland.html,428,121,text/html
https://www.nytimes.com/times-journeys/travel/culture-history-and-progress-in-morocco/,172,93,text/html
https://www.nytimes.com/2018/05/30/movies/star-wars-lawrence-kasdan.html,719,125,text/html
https://www.nytimes.com/2016/03/17/us/politics/merrick-garland-supreme-court-nominee.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,821,144,text/html
https://www.nytimes.com/1990/12/02/arts/television-now-a-look-at-the-life-style-of-robin-leach.html?module=inline&pagewanted=all,80,97,text/html
https://www.nytimes.com/2018/06/03/us/democrats-asians-orange-county-california.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,699,151,text/html
https://www.nytimes.com/video/us/politics/100000006143366/sarah-sanders-new-york-times-trump-taxes.html,503,83,text/html
https://www.nytimes.com/2018/06/06/us/politics/california-new-jersey-primaries-house.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,731,138,text/html
https://www.nytimes.com/column/the-handmaids-tale-tv-recaps?module=inline,267,109,text/html
https://www.nytimes.com/2018/10/04/arts/television/flight-of-the-conchords-hbo.html,665,133,text/html
https://www.nytimes.com/times-journeys/travel/follow-silk-route-uzbekistan-turkmenistan/,185,95,text/html
https://www.nytimes.com/2016/05/10/us/north-carolina-governor-sues-justice-department-over-bias-law.html?module=inline,697,126,text/html
https://www.nytimes.com/2018/04/11/us/politics/randy-bryce-paul-nehlen.html?module=inline,603,136,text/html
https://www.nytimes.com/times-journeys/expert/anne-barnard/,30,48,text/html
https://www.nytimes.com/2018/06/22/business/media/jonathan-friedland-netflix-racial-slur.html,763,123,text/html
https://www.nytimes.com/2018/09/07/style/elton-john-farewell-tour-wardrobe-gucci.html?module=inline,816,126,text/html
https://www.nytimes.com/2017/11/21/us/politics/dana-rohrabacher-putin-trump-kremlin-under-fire.html?module=inline,740,141,text/html
https://www.nytimes.com/2018/08/30/arts/television/louis-ck-returns-metoo.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,797,136,text/html
https://www.nytimes.com/times-journeys/expert/richard-c-paddock/,29,47,text/html
https://www.nytimes.com/1979/06/17/archives/100mile-nocturnal-jaunt-ends-in-the-park-they-begin-at-7-pm.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,67,92,text/html
https://www.nytimes.com/times-journeys/expert/matt-gross/,30,51,text/html
https://www.nytimes.com/2018/08/27/arts/television/louis-ck-performs-comedy.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,677,136,text/html
https://www.nytimes.com/slideshow/2015/10/05/health/the-best-kind-of-roommate.html,165,12,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F09%2F07%2Fus%2Fharley-rouda-congress-republican.html,1,4,application/json
https://www.nytimes.com/times-journeys/expert/deborah-sontag/,27,42,text/html
https://www.nytimes.com/times-journeys/travel/new-york-opera-at-new-years/,129,80,text/html
https://www.nytimes.com/2018/05/28/us/subtropical-storm-alberto-florida.html,444,122,text/html
https://www.nytimes.com/2018/09/17/arts/television/jodie-whittaker-doctor-who.html,651,136,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F04%2F11%2Fus%2Fpaul-ryan-speaker-retire-janesville.html,1,4,application/json
https://www.nytimes.com/2018/03/06/us/politics/justice-department-california-sanctuary-cities.html?module=inline,750,142,text/html
https://www.nytimes.com/video/u-s,501,82,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F07%2F23%2Fobituaries%2Fburton-richter-a-nobel-winner-for-plumbing-matter-dies-at-87.html,1,4,application/json
https://www.nytimes.com/2018/09/28/obituaries/inge-feltrinelli-dead.html,907,127,text/html
https://www.nytimes.com/2018/04/20/nyregion/allison-mack-smallville-sex-trafficking.html,743,125,text/html
https://www.nytimes.com/2017/12/13/us/trump-moore-loss-alabama.html?module=inline,663,143,text/html
https://www.nytimes.com/column/castle-rock-tv-recaps,82,104,text/html
https://www.nytimes.com/times-journeys/travel/ethiopia-ancient-lands-and-religious-festivals/,153,86,text/html
https://www.nytimes.com/times-journeys/expert/celestine-bohlen/,31,50,text/html
https://www.nytimes.com/2018/09/21/arts/television/new-snl-cast-44-ego-nwodim.html,511,121,text/html
https://www.nytimes.com/2018/05/15/movies/bohemian-rhapsody-trailer-rami-malek-freddie-mercury.html?module=inline,530,124,text/html
https://www.nytimes.com/times-journeys/expert/martin-regg-cohn/,35,56,text/html
https://www.nytimes.com/2018/07/17/us/maria-butina-russian-agent-charges.html?module=inline,802,133,text/html
https://www.nytimes.com/times-journeys/expert/jim-robbins/,31,50,text/html
https://www.nytimes.com/2018/09/11/books/sally-field-burt-reynolds-in-pieces-memoir.html,939,137,text/html
https://www.nytimes.com/times-journeys/expert/fred-brock-2/,27,42,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F06%2F21%2Fobituaries%2Fcharles-krauthammer-prominent-conservative-voice-dies-at-68.html,1,4,application/json
https://www.nytimes.com/times-journeys/travel/treasures-of-the-mediterranean-world-a-family-learning-adventure/,170,93,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F09%2F27%2Farts%2Fdesign%2Fart-and-museums-in-nyc-this-week.html,1,4,application/json
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2015%2F10%2F05%2Fus%2Ffour-legged-roommates-help-with-the-stresses-of-campus-life.html,1,4,application/json
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F07%2F24%2Farts%2Ftelevision%2Fcastle-rock-review-hulu-stephen-king.html,1,4,application/json
https://www.nytimes.com/2018/05/14/us/tiger-prom-florida.html,437,127,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F09%2F28%2Fobituaries%2Finge-feltrinelli-dead.html,1,4,application/json
https://www.nytimes.com/1984/04/06/arts/concert-african-american.html?module=inline,61,93,text/html
https://www.nytimes.com/2018/07/23/watching/castle-rock-stephen-king-adaptations.html?module=inline,111,59,text/html
https://www.nytimes.com/video/us/politics/100000006137793/trump-north-america-canada-mexico-deal.html?playlistId=1194811622217,502,83,text/html
https://www.nytimes.com/2018/10/02/us/politics/donald-trump-wealth-fred-trump.html,771,126,text/html
https://www.nytimes.com/times-journeys/travel/andalusian-melting-pot/,154,91,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F02%2F12%2Fobituaries%2Fvic-damone-singer-dies.html,1,4,application/json
https://www.nytimes.com/times-journeys/expert/bruce-weber/,27,42,text/html
https://www.nytimes.com/2018/08/08/theater/bryan-cranston-network-broadway.html,644,126,text/html
https://www.nytimes.com/times-journeys/expert/michael-paulson/,28,46,text/html
https://www.nytimes.com/times-journeys/expert/charles-blow/,28,43,text/html
https://www.nytimes.com/2018/08/15/arts/television/kenan-thompson-saturday-night-live.html,936,151,text/html
https://www.nytimes.com/interactive/2017/10/20/climate/iceland-trees-reforestation.html,104,35,text/html
https://www.nytimes.com/times-journeys/expert/henry-fountain-2/,29,48,text/html
https://www.nytimes.com/times-journeys/travel/hiking-pilgrims-footsteps-el-camino-de-santiago/,168,97,text/html
https://www.nytimes.com/2016/10/25/us/tom-hayden-dead.html?module=inline,601,135,text/html
https://www.nytimes.com/1976/11/01/archives/donald-trump-real-estate-promoter-builds-image-as-he-buys-buildings.html,83,91,text/html
https://www.nytimes.com/1998/03/08/nyregion/eric-breindel-42-commentator-and-new-york-post-columnist.html?module=inline,72,94,text/html
https://www.nytimes.com/2018/10/01/business/trump-nafta-usmca-differences.html?module=inline,735,135,text/html
https://www.nytimes.com/2018/07/19/arts/television/castle-rock-stephen-king-hulu.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,875,152,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F09%2F06%2Fobituaries%2Frichard-devos-dead-amway.html,1,4,application/json
https://www.nytimes.com/1992/03/15/world/heinrich-m-ledig-rowohlt-83-publisher-with-a-storybook-past.html?module=inline,70,97,text/html
https://www.nytimes.com/2018/07/19/arts/television/castle-rock-stephen-king-hulu.html?module=inline,854,152,text/html
https://www.nytimes.com/2018/09/30/us/politics/us-canada-nafta-deal-deadline.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,678,130,text/html
https://www.nytimes.com/2018/08/10/us/colorado-cold-case-murders-alexander-ewing.html,472,120,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F09%2F24%2Fobituaries%2Fmadeleine-yayodele-nelson-69-percussion-groups-founder-dies.html,1,4,application/json
https://www.nytimes.com/2016/10/02/us/politics/donald-trump-taxes.html,1318,147,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F04%2F13%2Fobituaries%2Fcharles-mcdew-79-tactician-for-student-civil-rights-group-dies.html,1,4,application/json
https://www.nytimes.com/times-journeys/travel/wellness-at-sea-in-italy-and-greece/,182,96,text/html
https://www.nytimes.com/times-journeys/expert/raymond-wilkinson/,31,50,text/html
https://www.nytimes.com/interactive/2017/admin/100000005641380.embedded.html,24,9,text/html
https://www.nytimes.com/video/opinion/100000003463869/black-panthers-revisited.html,235,81,text/html
https://www.nytimes.com/times-journeys/expert/mia-navarro/,27,42,text/html
https://www.nytimes.com/times-journeys/expert/michelle-dunne/,29,49,text/html
https://www.nytimes.com/2018/07/18/arts/television/simpsons-matt-groening-apu.html,812,138,text/html
https://www.nytimes.com/2016/09/15/theater/jack-hofsiss-stage-director-of-the-elephant-man-dies-at-65.html?module=inline,563,124,text/html
https://www.nytimes.com/interactive/2017/admin/100000004404763.embedded.html,22,6,text/html
https://www.nytimes.com/times-journeys/expert/joseph-b-treaster/,28,43,text/html
https://www.nytimes.com/times-journeys/travel/the-religious-melting-pot-of-india/,188,96,text/html
https://www.nytimes.com/2018/09/11/movies/amandla-stenberg-the-hate-u-give.html?module=inline,880,143,text/html
https://www.nytimes.com/by/david-barstow,117,122,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F06%2Fsports%2Fred-sox-jd-martinez.html,1,4,application/json
https://www.nytimes.com/by/mark-landler,113,124,text/html
https://www.nytimes.com/2018/07/23/watching/castle-rock-stephen-king-adaptations.html,111,59,text/html
https://www.nytimes.com/2015/01/22/opinion/the-black-panthers-revisited.html,84,101,text/html
https://www.nytimes.com/1981/09/13/obituaries/eugenio-montale84-is-dead-italian-poet-won-noble-prize.html?module=inline,65,92,text/html
https://www.nytimes.com/2018/08/03/business/arkema-chemical-plant-explosion-texas.html,585,129,text/html
https://www.nytimes.com/2018/10/01/world/canada/trudeau-nafta-canada.html?module=inline,837,137,text/html
https://www.nytimes.com/2004/12/08/obituaries/jay-van-andel-a-cofounder-of-amway-dies-at-80.html?module=inline,67,87,text/html
https://www.nytimes.com/2018/10/05/sports/baseball/alex-cora-puerto-rico-red-sox.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,610,125,text/html
https://www.nytimes.com/2017/03/19/books/review/black-lives-matter-teenage-books.html?module=inline,689,129,text/html
https://www.nytimes.com/times-journeys/expert/gary-wintz/,28,47,text/html
https://www.nytimes.com/by/russ-buettner,115,125,text/html
https://www.nytimes.com/times-journeys/expert/michele-flournoy/,29,42,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F01%2F19%2Fopinion%2Fmy-dead-dads-porno-tapes.html,0,4,application/json
https://www.nytimes.com/times-journeys/expert/page-dickey/,29,48,text/html
https://www.nytimes.com/2018/05/22/movies/ron-howard-solo-star-wars-story.html,685,141,text/html
https://www.nytimes.com/2014/10/28/world/middleeast/working-to-heal-in-israeli-town-with-a-deep-arab-wound.html?module=inline,303,108,text/html
https://www.nytimes.com/times-journeys/expert/marjorie-r-williams/,29,49,text/html
